"","GupDM_JM","GupDM_A13","GupDM_JI","GupDM_A7","GupDM_A2","GupDM_A_11","GupDM_JC","GupDM_JN","GupDM_JJ","GupDM_A1","GupDM_JE","GupDM_A12","GupDM_JL","GupDM_A14","GupDM_A3","GupDM_A10","GupDM_A_15","GupDM_JH","GupDM_JD","GupDM_A9","GupDM_A6","GupDM_JB","GupDM_JA","GupDM_HAK","GupDM_HAJ","GupDM_HAI","GupDM_HAH","GupDM_HAG","GupDM_HAL","GupDM_HAM","GupDM_HAN","GupDM_HAO","GupDM_HAP","GupDM_HAR","GupDM_HAT","GupDM_HDF","GupDM_HDB","GupDM_HCY","GupDM_HCL","GupDM_HCU","GupDM_HCV","GupDM_HCQ","GupDM_HCR","GupDM_HCS","GupDM_HCT","GupDM_HCM","GupDM_HCN","GupDM_HCO","GupDM_HP","GupDM_HS","GupDM_HR","GupDM_HBR","CRC_MR_SBJ01C_17","CRC_MR_SBJ02C_17","CRC_MR_SBJ03H_17","CRC_MR_SBJ05C_17","CRC_MR_SBJ06C_17","CRC_MR_SBJ07C_17","CRC_MR_SBJ12C_17","CRC_MR_SBJ16H_17","CRC_MR_SBJ17H_17","CRC_MR_SBJ18H_17","CRC_MR_SBJ20C_17","CRC_MR_SBJ22C_17","CRC_MR_SBJ26C_17","CRC_MR_SBJ27C_17","CRC_MR_SBJ29C_17","CRC_MR_SBJ31C_17","CRC_MR_SBJ32C_17","CRC_MR_SBJ33C_17","CRC_MR_SBJ34H_17","CRC_MR_SBJ35C_17","CRC_MR_SBJ36C_17","CRC_MR_SBJ37H_17","CRC_MR_SBJ39C_17","CRC_MR_SBJ40C_17","CRC_MR_SBJ42C_17","CRC_MR_SBJ45H_17","CRC_MR_SBJ47C_17","CRC_MR_SBJ50C_17","CRC_MR_SBJ51C_17","CRC_MR_SBJ53C_17","CRC_MR_SBJ60H_17","CRC_MR_SBJ61C_17","CRC_MR_SBJ63H_17","CRC_MR_SBJ64C_17","CRC_MR_SBJ65H_17","CRC_MR_SBJ67H_17","CRC_MR_SBJ68H_17","CRC_MR_SBJ69H_17","CRC_MR_SBJ73H_17","CRC_MR_SBJ75H_17","CRC_MR_SBJ77H_17","CRC_MR_SBJ78H_17","CRC_MR_SBJ80H_17","CRC_MR_SBJ81H_17","CRC_MR_SBJ83H_17"
"544645",2.0235992754849,-Inf,1.96817402185031,-Inf,-Inf,2.33597702116284,2.66507222730661,1.92457198537933,2.84295722938446,-1.05435316985828,3.21401593343739,-Inf,-Inf,-Inf,2.85746999725656,-Inf,-Inf,-Inf,2.64489468941076,-Inf,1.28741770240143,-0.58867313364883,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0.331941191261612,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0.867924528453574,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-1.0363508835088,-Inf,0.190724967590334,1.57236678599714,-Inf,1.55574333620967,-0.906841842676223,-0.139334818415713,-Inf,-Inf,-Inf,1.4413188189631,-Inf,0.416375833214327,0.333756073792435,2.02468623211366,-0.943557858214495,0.250118213804802,-0.285995731411345,-0.131002946271164,-0.857902413636001,-1.22529557379476,-Inf,-Inf,-Inf,1.67863329505986,2.22831157646675,1.11358403877544,-Inf,2.08645800784942,1.61750653916307,-1.32373564660801,-0.557245182321087,-Inf,0.0938707092808277,0.948059208474156,-Inf,2.64879726467736,-1.71796800285321,-0.511353189064431,-Inf,-2.70646917310489,2.22171134389869,2.50218789970873,-0.784540988736063,-Inf,-1.07083705957997
"328812",3.30055975296076,-Inf,3.55233601101942,-Inf,-Inf,5.4812339843533,4.96526034406991,3.88349975704114,4.07255499987117,1.68333103873889,-Inf,-Inf,-Inf,-Inf,4.96121335144946,-Inf,-Inf,-Inf,4.06561499000912,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,2.13962378348463,-Inf,4.20323268314423,-Inf,7.34228267949367,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,3.31868713755332,4.90599854875647,-Inf,-Inf,3.6625972329003,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,4.61742560764889,-Inf,-Inf,-Inf,2.99309722591599,-Inf,1.98900667623869,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"39485",-1.58112835115684,2.01752577970328,-0.106369887493559,-2.09042938705723,-Inf,-0.568844617907637,-1.13253283456311,-1.68199847911908,-1.95400981511607,-0.0360919395678554,1.25864734080866,-Inf,-0.39729833042778,-Inf,-Inf,-Inf,-Inf,-Inf,-1.79216823095232,0.889535366750402,-2.25486076752843,0.583332631849422,-0.624932877506356,-0.236046494627702,1.31455023598891,-0.204313967752883,-0.670189161743424,0.536243019889887,0.419492315777596,1.0277506982339,-3.61887428400127,2.10985830347972,-0.694836625490206,-1.74691919020971,-0.786479892901031,-1.24654555215663,-2.22088580954598,-1.14585600266158,-Inf,-Inf,-Inf,-1.58121471813017,-0.364940959961805,-0.925510595206751,-1.34738396349985,-Inf,-0.804867323558656,-Inf,0.919076520838087,-1.51367392821492,-1.03649099752259,-2.08170070603869,-Inf,-Inf,-Inf,-Inf,-0.120440751430867,-2.29760453519271,3.02614515718107,1.76840142534908,-6.31310392948484,-Inf,1.97181839883402,-Inf,-Inf,1.40418189381931,3.0034310219859,1.31841806782561,0.538661802439337,2.54659090414728,2.86169968034811,-Inf,1.40840980647627,2.13833483848543,-1.23194316986091,-4.46264402606503,-0.126129037474022,2.07910832459916,0.929785155806124,-Inf,1.91053639527063,2.77308278983051,1.8347546900543,-Inf,-Inf,-Inf,0.0255594319829928,0.456008878319579,-Inf,-Inf,1.15735480265931,0.184247595741489,-0.0117786149811607,-Inf,0.735818953084031,0.0150604193858532,-0.264411526503625
"360807",-1.67126614997742,-0.439624702363687,-1.76738664014746,-0.420045013514114,-0.838855224156241,-2.40925899867304,-1.43656314385421,-1.68377600237362,-2.45388916677753,-1.85192032084255,-Inf,0.850844443426474,-Inf,-1.03363848396528,-Inf,-4.50715249602994,-Inf,-2.19563703889042,-2.49492248490732,-0.0112680091959692,-6.22380159841099,-1.56923499556532,-Inf,-0.94551713169008,0.834344146867604,-0.540123388434755,-6.23398350455611,-Inf,-0.266046496076847,-Inf,-0.536286761920766,-2.39648241209406,-Inf,-2.0154222395453,-1.910238204984,-5.34736854082807,-4.85025090147032,-2.9216066846478,-3.01003285910197,-Inf,-3.24448406511209,-1.30214250993501,0.18220396726445,-4.09995548586088,-Inf,-1.96963711476913,-1.97739661054004,-3.4781647321293,-Inf,-1.85846557874681,-2.52266043478369,-4.76125663766391,-1.35482101610541,-1.0444193419008,-Inf,-1.43262634418732,-4.20880210398895,-2.74236115065568,-3.47389954253863,-1.43974072226714,-Inf,-1.255034029534,-1.52071969913802,-2.48145682551389,0.0988857478242742,-4.64492733444135,-2.05867448236671,-3.11910460304328,-3.42735008786462,-1.40699227881373,-2.70818213176423,-Inf,-2.92475394139977,-0.530010989479202,-2.31915741390085,-1.32768044839212,-2.62579572595974,-2.74436654360477,-1.02257385210932,-5.53937540335649,-2.82647082378948,-3.15638831855867,-1.48552340898078,-Inf,-Inf,-2.77553836931523,-0.677115930439791,-2.07961076024897,-Inf,-0.310325972190832,-2.05948378034492,-5.12229913432065,-Inf,-2.15927491685087,-7.00936878335303,-Inf,-0.200676431215972
"341694",NA,NA,NA,NA,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,NA,Inf,Inf,Inf,NA,NA,NA,Inf,NA,NA,Inf,NA,NA,NA,Inf,Inf,NA,Inf,Inf,Inf,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1897011",NA,NA,Inf,NA,Inf,Inf,Inf,NA,Inf,Inf,Inf,NA,Inf,NA,Inf,Inf,NA,NA,Inf,NA,Inf,Inf,Inf,Inf,NA,NA,Inf,Inf,NA,Inf,NA,NA,Inf,NA,Inf,Inf,Inf,NA,NA,Inf,Inf,Inf,Inf,Inf,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NA,NA,NA,Inf,Inf,Inf,NA,Inf,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NA,Inf,Inf,Inf,Inf,Inf,NA,Inf,Inf,NA,Inf,NA,NA,Inf
"853",-Inf,-1.76945845125264,-3.22932955836311,-1.61094433174848,-Inf,-3.68434615538247,-Inf,-Inf,-5.39445895469013,-2.4843377870249,-2.99019034428589,-2.78111828557273,-4.54571822273869,-Inf,-Inf,-2.63902003290028,-Inf,-Inf,-Inf,-1.05674853692016,-0.967037096833542,-2.41454924194226,-6.43717705218983,-1.15968129070089,-0.766902765314839,-1.82788157569483,-1.47285470635916,-2.88454645334124,-1.46098727180423,-1.31057106332373,-1.79952348412967,-2.45438497587348,-2.10719070528999,-3.30804033552665,-3.31230998433214,-1.27844452303191,-0.769678150721999,-2.25129466764219,-2.73742501971128,-1.77966722575734,-0.406684233015622,-1.56414355020847,-1.56535532514955,-2.39704353325298,-Inf,-1.99084293785135,-1.06535609475836,-0.339835993540542,-3.10665940517019,-2.75711774345657,-3.51255201900276,-0.641865840542088,0.605433339686638,-0.328758167938206,-7.07117656024708,-1.09651626842706,0.247598939166483,-2.72710792277442,-0.515299190834431,0.144254676026783,-3.26016916889279,-0.730084649208736,-0.31419965072512,-1.73455387687064,-0.172028033142738,-0.874581070539059,0.167480449553016,0.0418023018701668,-0.0494804522750418,-0.171746379470406,-0.260161649968695,-1.35319729062549,-0.284825731198447,0.58141992981854,-1.35123776708685,0.230383769474519,-0.665179653597963,-0.39729647927827,-0.219550812821141,-2.20956746097096,-0.279395986720174,-0.483547440517508,-0.118922810031747,-1.51738364012599,-1.81098681080586,-0.20312012672328,0.0942725301870242,-0.156776738546277,-1.84120676185597,-0.212322938135944,0.343603886665462,-0.0284012730794623,-1.34809944810166,-0.324689006563859,-0.672769018664199,-0.442418950324361,0.241116219571413
"357276",-Inf,-Inf,-Inf,-1.65537872870348,1.5801932067184,-1.18998253119427,-Inf,-Inf,-Inf,2.62735017575017,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,1.12773787796699,-Inf,-Inf,-Inf,-0.468954595037107,-Inf,-Inf,-Inf,-Inf,-4.73016860949424,-Inf,-Inf,-Inf,-Inf,-Inf,2.91399957622216,-Inf,-0.548770078596957,-Inf,-Inf,-2.09473689209404,1.2171489770709,-Inf,-Inf,-Inf,-Inf,-Inf,-2.62376061958459,-Inf,-2.32442542439757,-Inf,-Inf,-0.0210589170037698,-0.699924146012338,0.118637713106898,-3.28843954148625,-5.67006920700753,-Inf,0.211235689527797,-Inf,3.94360681740598,0.926955427248734,-Inf,-Inf,-Inf,0.803210338993278,-Inf,-Inf,0.591318259080438,-4.16409751150227,-Inf,-Inf,-Inf,-Inf,1.62693855153473,-4.04774539229727,-1.29725725234256,1.30235150485376,-Inf,-Inf,1.64953350005528,-1.32874903029756,1.30482785696863,0.322111806926277,-0.489859160772373,-1.73130790126572,-0.204691192415398,-0.368582805725145,-1.93484040028497,-Inf,1.59447705013674,-1.46838656361558,2.56271482090469,2.49837561127231,-Inf,-1.33458696661772,-0.652631165588521
"574930",NA,NA,NA,NA,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88431",-Inf,-Inf,-Inf,-5.21192665494555,-Inf,-3.57816200796865,-Inf,-Inf,-Inf,-3.73213115017174,-Inf,-Inf,-Inf,-Inf,-Inf,-1.55523030157398,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-3.12648639934169,-5.42751251055454,-3.53173483681004,-2.85530004181741,-Inf,-1.14374989471949,-4.25135705726494,0.312647653347878,-Inf,-2.96414734213507,-Inf,-3.46231742700213,-5.05892267847217,-3.64743211209204,-Inf,-5.10642663035893,-Inf,-Inf,-Inf,-1.80224311791821,-Inf,-Inf,-Inf,-1.7202398606807,-Inf,-2.09773723280736,-4.8199222756266,-Inf,-4.15171225794353,0.3921645886668,-Inf,-0.42569136912065,-0.508580753546052,-0.370316290602441,-3.45953207854681,-1.33526881219168,-0.83210422661351,-1.41909419775243,-0.59572234790833,-Inf,-Inf,-0.571225040578976,-1.61977362545103,-0.609743135981233,-2.45223907263092,-0.431294801867231,-0.0203970127863902,-1.64460216513282,-1.16137083302441,-0.849919448186347,-0.710165628500935,-0.761574154115543,-0.852805993021018,-0.26863130648096,-1.10959754452966,-0.438331748289178,-2.40940162088869,-1.3898275938145,-1.5210088193319,-0.236630024682893,-1.21103839383703,-2.60654066335295,-0.744332104056572,-0.876797139572178,-0.667552669845726,-1.9181329811689,-1.21821276098374,-0.774141648157484,-Inf,-1.83393566379416,-0.99538812494879,-0.304682470060709,-Inf,-0.895257386046667
"1604",NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165179",-0.827624968906672,-Inf,2.20870315259245,3.21382766987044,-1.93231931714361,-2.351474960546,-Inf,-0.705090639832288,-2.24122326795827,-0.862418991069903,0.796612878580534,-Inf,2.31227273503195,0.687619439330165,-Inf,-1.6796225337341,-Inf,-0.0611351872332655,-3.21483789439425,-Inf,1.41580565222888,2.97712770201186,2.40509216081543,3.81721325288458,-Inf,4.04319555775785,4.17701534030226,4.16508122544081,2.93587734394164,2.7382039247678,-Inf,3.19840569336711,4.2833561403065,4.27542327094699,3.7944790927461,-Inf,3.4750538804295,3.6502003222187,4.15361233294379,3.28891190577893,4.22358786017172,-Inf,3.74409392619402,3.57953507765295,-Inf,4.25054917366352,2.54460146129126,4.21937134363894,3.66263623835778,3.95434330117598,4.11177414950597,3.41747236584597,-Inf,-Inf,3.2355390569469,-5.00123320799119,-0.574318781290814,2.30738566183655,-0.44265005928425,-Inf,-3.69090038767435,-Inf,-Inf,-Inf,-Inf,2.96427935704945,-5.14291056384702,1.86056991290689,-Inf,0.230746489057844,-Inf,-Inf,2.85880990220224,2.89061774270311,-3.37175062541815,-1.79723290928262,-1.17544073970633,-6.1848387094927,-Inf,-Inf,1.83899373501374,2.79079504406388,3.31439247991507,-Inf,-Inf,-Inf,-Inf,2.48570322738414,-Inf,-Inf,-Inf,-0.408798090839961,-Inf,-Inf,-Inf,-Inf,3.54533178508346
"39486",-5.15697210708986,-Inf,-3.13140979908692,-3.42776028630228,-Inf,-2.24898983118506,-2.61719706093198,-4.29742184117364,-4.67289704961252,-Inf,-Inf,0.635200282561367,-Inf,-Inf,-0.520667307237539,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-3.29078242289534,-Inf,-Inf,-Inf,-1.59104448070529,-Inf,-Inf,-3.67053385897534,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-3.13476363118536,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-1.02918295037299,-Inf,-Inf,-Inf,-Inf,-5.52997493905336,0.160210185712681,-0.217604447700405,-0.179876682024357,-0.706172591284181,-0.761374690863442,-0.365006461602109,-1.57270143020331,-0.592271467868752,-Inf,-0.501417669209799,-1.54944402820014,-Inf,-0.302525665495075,-0.771841158731659,-0.282899141863121,-0.338657432792584,-0.679462257283173,-1.132648258883,-0.504269497036217,-0.3624269003792,-0.387492716929865,-0.417247363425887,-0.837050408900873,-0.153468784130873,-1.00084238774856,-0.60065807729634,-1.11160808248701,-0.963887883545888,-0.365469804842428,-1.48864937163414,-0.0917033614661609,0.428462451582922,-0.813298541776449,-0.220212264132623,-0.981726166519705,-1.4022462945371,-2.07722221707861,-0.15777251041709,-0.851033798032398,-0.16120139870324,-1.70953932189536,-1.54944402820014,-1.26930420776203,0.462545561396113,-0.561852256955268
"371601",Inf,NA,Inf,NA,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NA,NA,NA,Inf,NA,Inf,NA,NA,Inf,Inf,Inf,NA,Inf,NA,Inf,NA,Inf,Inf,Inf,NA,NA,Inf,NA,NA,Inf,NA,NA,Inf,Inf,NA,NA,NA,NA,Inf,Inf,NA,Inf,NA,NA,Inf,Inf,NA,NA,Inf,NA,Inf,Inf,NA,Inf,NA,Inf,Inf,Inf,Inf,Inf,NA,NA,Inf,NA,Inf,NA,NA,Inf,Inf,Inf,Inf,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NA,NA,Inf,Inf,Inf,Inf,Inf,NA,Inf,Inf
"33025",Inf,NA,Inf,NA,Inf,Inf,Inf,Inf,Inf,NA,NA,Inf,Inf,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,Inf,NA,Inf,NA,NA,NA,Inf,NA,Inf,NA,NA,Inf,NA,NA,Inf,NA,NA,Inf,Inf,Inf,Inf,NA,NA,Inf,Inf,NA,NA,NA,NA,Inf,Inf,Inf,Inf,NA,NA,Inf,Inf,NA,NA,Inf,NA,NA,NA,NA
"239935",1.1787081615673,-Inf,1.79866196085703,-Inf,-Inf,-2.08689561576684,1.62122098543353,1.05410771799289,2.0361450938077,-3.96954220568256,2.32820660039015,-2.74521717250773,1.92990269203867,-Inf,1.29135065288403,-2.62154997662551,-Inf,-Inf,2.399472881506,-Inf,-Inf,-Inf,1.82428550402502,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0.489602302757612,-Inf,-Inf,-Inf,-Inf,-Inf,-2.45462039589216,-Inf,-Inf,-Inf,-Inf,-3.01026360219516,1.37188239270804,-Inf,-Inf,-Inf,-Inf,-Inf,-3.34613918008745,-Inf,-Inf,-Inf,-Inf,-Inf,-0.773351663645442,-2.45376474426128,1.45081702758552,0.30067794902767,1.37947345740464,-Inf,-Inf,-Inf,-Inf,-0.92557622003515,-2.34418801813637,-Inf,1.09874463090533,-Inf,-0.68402726373575,-Inf,-Inf,0.893139848694489,-Inf,-Inf,-1.21920068506253,0.992921113188403,-1.35196447611985,2.26960348989654,0.232345068912492,0.610374073147182,-Inf,1.47538748520227,-1.72408803927567,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,1.02347778680173,0.141331658490751,-1.10587377729472,0.933746061892863,-2.18442468312255,-2.2238701700002,-Inf,-Inf,-Inf
"487175",NA,Inf,NA,NA,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,NA,NA,Inf,Inf,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,Inf,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,Inf,Inf,Inf,NA,NA,Inf,Inf,NA,NA,NA,Inf,NA,Inf,NA,Inf,Inf,NA,NA,Inf,Inf,NA,Inf,Inf,NA,Inf,NA,NA,Inf,Inf,Inf,Inf,Inf,NA,NA,Inf,NA,NA,NA,NA,Inf,NA,NA,NA
"572010",-Inf,-Inf,-Inf,-0.176769545948965,-1.95415244620976,-1.68707452350505,-Inf,-Inf,-Inf,-Inf,-Inf,-0.798672427294662,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-0.65458766775227,-Inf,-Inf,-Inf,-0.208251963631775,-1.29490013593751,-Inf,1.51037777946234,-Inf,-Inf,-Inf,-Inf,-1.7162758759174,-Inf,-1.43104066200405,1.35709464720136,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,1.55220004346252,-Inf,-Inf,-2.66311872434591,-Inf,-0.978032968600639,-5.40317165653429,-Inf,1.46423788644971,-0.222484898235895,0.0319871671058931,-4.54720071489366,-2.96082462116509,-6.25454284230913,-Inf,-Inf,-0.161166576957087,-Inf,-Inf,-4.84355586859887,-Inf,-2.55042297270749,-1.05802092525442,-0.768442668304655,-Inf,1.44572649257489,-Inf,-Inf,-Inf,-4.21703998984962,-1.21888978523759,-6.17230474407216,-0.474769814925055,-5.87806527107422,-0.204270448772562,-0.768265085210099,-5.92832710585511,-Inf,-6.65289048264843,-4.39157074485581,-6.17230474407216,-0.0233586046251175,-Inf,-Inf,-0.658027461581336,-Inf,-Inf,-Inf,0.0641935843682679,-Inf,-5.51943146265015
"291645",NA,NA,NA,NA,NA,Inf,NA,Inf,NA,Inf,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,Inf,NA,NA,Inf,Inf,NA,NA,NA
"1263000",Inf,NA,Inf,NA,NA,Inf,Inf,Inf,Inf,NA,NA,NA,Inf,NA,NA,NA,NA,NA,Inf,NA,NA,NA,Inf,Inf,NA,NA,NA,NA,Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,Inf,NA,Inf,Inf,Inf,NA,Inf,NA,NA,Inf,Inf,NA,NA,NA,NA,Inf,Inf,NA,NA,NA,NA,NA,NA,Inf,NA,Inf,Inf,Inf,NA,NA,Inf,NA,Inf,Inf,NA,Inf,Inf,Inf,Inf,Inf,NA,NA,Inf,Inf,Inf,NA,NA,Inf,NA,NA,NA,NA,NA,NA
"309120",NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28111",2.3896464137969,-Inf,-0.520644743932518,-Inf,1.07764408192033,-2.31401034433667,0.222211414609659,2.51160590295211,0.981714250993147,1.3932645912179,-1.09401882829937,-Inf,-Inf,3.14211004077355,-Inf,-Inf,-Inf,3.26795887067987,0.632818779883268,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-3.43491388757136,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-3.4562730934168,0.689790694348092,-5.67444084459827,0.442991843494698,-Inf,-Inf,-1.19539193238262,-Inf,-Inf,1.82208826619735,-Inf,2.15591537368575,-Inf,-Inf,-1.14158536782656,-Inf,-4.64425469461645,-Inf,0.698851857554081,-Inf,-Inf,-Inf,-Inf,-3.72062551603584,-Inf,-Inf,-Inf,2.26103011316682,-1.00808596957104,-Inf,-Inf,3.32037666628868,2.49700612834581,-0.0885604603042269,-Inf,-Inf,-Inf,-Inf,-Inf,-0.372123551923552,-Inf,-Inf,-Inf,-Inf,-1.61523012009811
"410072",-3.27631730366432,-Inf,-Inf,-2.22369848473577,-Inf,-3.8734626936309,-Inf,-2.66562568355814,-Inf,-2.42407409223006,-1.9065205352064,-Inf,-1.40306435900546,-0.697335035007836,-Inf,-Inf,-Inf,-1.93684016839249,-Inf,-Inf,-Inf,-Inf,-1.36192721785291,-1.61865472721723,-4.29341273466044,-3.59418140651687,-Inf,-Inf,-1.19565884671413,-Inf,-2.46589457286867,-1.85992491138715,-3.61745795464086,-Inf,-2.6883615341706,-Inf,-Inf,-2.54854077950954,-Inf,-Inf,-3.70979674521976,-Inf,-2.40243531412834,-Inf,-5.27312028256296,-3.07602027701139,-1.5359579464595,-4.96903756452818,-3.197891638562,-Inf,-Inf,-Inf,-0.136992171557254,0.269939766266442,-Inf,0.22459454770693,-0.0471807541169902,-2.64202215402723,-0.687078063613095,-0.378792095903973,-Inf,0.310220074883667,-1.01476034008276,0.871445386732537,0.681688420735348,-0.367397174146165,-1.67461087656257,-0.461793051863468,0.593973221847581,-0.0870505714955057,-1.55796355937011,0.443136381760236,-0.0029532935120451,0.0183632483142562,-Inf,-0.120762273880249,-0.451781486351573,-0.712633235279219,-0.618722274614816,-Inf,0.0583141351956069,-0.553720951972815,-0.610654671692863,-3.6153193738429,-0.804085774268816,0.26108420213469,-0.611735077267776,0.0943319483800922,-0.423053829065467,0.0849772448868094,-0.471417588791727,-1.35722585699506,-Inf,-0.227426657189862,0.339000803251643,-Inf,-0.366658698276944
